,business_id,cool,date,funny,review_id,stars,text,useful,user_id
2002,mtQ7Uc-j2muK0AyVQTT9fQ,0,2016-11-10,0,z_1A5Io1qD_xMBt5df45TQ,5,Food was amazing chicken crispy full of flavor mac an cheese best I have had out of all soul food restaurant I been the customer service was awesome they gave me a sample of sweet potatoe pie ended up buying 3 was truly mouth watering I will be back for sure highly recommend if u want food that taste home-made will be back for sure....,0,GESMvmak7oGs5sQwJ1V8ww
2003,vOyZkFAknjVg-Fwye3TKaQ,0,2016-08-14,0,f4hFQG0lfmnFMKqZ4iyphA,4,My wife and I really enjoy coming to Pita Jungle for lunch and dinner.  The seasoned chicken and hummus is one of our favorites!  Service staff is always friendly and helpful with meal suggestions.  I would recommend!,0,CSs6Gs-k0x_PdnzShgOFsg
2006,I22wQGTkLFGn6jTOhwoecQ,0,2017-01-15,0,AUVlbDD4k8GoxbPycEBs_Q,5,Food was very authentic and excellent! Best carne asada that I've ever had. If you live here or just visiting I highly suggest this place.,1,8Cvdf7-zeGPkcv8afQ58wA
2007,py85NxzGJTNfeQvqrKY_GA,0,2014-09-18,0,y2uPL4NauaY4YBR4vPgc7A,5,Beer selection is awesome and the employees were very helpful and friendly. I would highly recommend this place if you need to purchase any grocery items.,0,8Cvdf7-zeGPkcv8afQ58wA
2009,cgbwniQdmHwVxjdyuTm9vA,0,2011-07-23,0,lG356_iBk1pHyNfVh9_Csw,5,hier lohnt sich das warten!,0,dwx0oafyJ_CPa_mEjO_I7A
2012,KjV_68oLLSpqR96VnV68tw,0,2014-04-26,0,IcWBYf4oXSb27EMxoADLmQ,2,First of all when you go thru the drive-thru they dont greet you at all. There food is also very greasy. And when your done ordering they never tell the total. How are we supposed to know how much the total is if they dont tell us.,1,SQm5TEeF_tP9QJKg1HAN6Q
2013,WQyGqfFKd-baBTVfZWzeTw,0,2014-04-17,0,oTj5rY-WQpfb4heIFFdMvw,5,This place is awesome. Lots of variety. Lots of different candy and sprinkles n even strawberrys. They should add more chocolate yogurt that would be nice.,0,SQm5TEeF_tP9QJKg1HAN6Q
2014,riFzCvp77DMKDX-5GoTpqA,0,2014-04-26,0,nBSZLacee6NaPuCKRf4lvA,3,The first time i came here i loved the oreo shake. But the second time they messed it up. It didnt taste like it did before. They also have the same shakes everytime. They never change the flavors or make news ones like other restaurants do.,0,SQm5TEeF_tP9QJKg1HAN6Q
2015,LNGBEEelQx4zbfWnlc66cw,0,2014-04-22,0,4YSIJYcQj6143WyQE1ID0Q,5,Absolutely the best buffet I've ever been too.. So much variety. First time I went there is like almost 4 dozen shrimps. The M cider was pretty amazing. The best part was the desserts. They so many different desserts waiting to be eaten by me. Love the different types of ice cream as well.,0,SQm5TEeF_tP9QJKg1HAN6Q
2016,LwXo16VrGPhhOWc_Wj7ifw,0,2014-04-17,0,2Wm9_ytkF_56LfFbCqk0ZQ,5,I have to say wow it completely blew me away. I ordered the chicken tikka and naan today. The chicken tikka was the best chicken tikka I ever had came with bell peppers and onions with masala on it. And the naan was so good. Everything was fresh. They make it right in front of you while your waiting. I would definitely recommend this place to friends. This is my new favorite place to eat Indian food.,0,SQm5TEeF_tP9QJKg1HAN6Q
2017,ccd6w9w81PUBmtV1DFXgig,0,2014-04-26,0,gecyhWEXzzmtQJ8fIaspjw,5,Love the sonic blast. Doesnt matter which sonic blast you pick they all taste awesome. The slushes are awesome. Very cheap too $1.08. But the only problem is that with the slush is that it dries up after your done drinking it so it becomes all white.,0,SQm5TEeF_tP9QJKg1HAN6Q
2020,4JdoQ95uXy__zoHmPhtdiA,0,2015-09-21,1,ZHtkLaMn_fQxskFAIqCVog,5,Heard about hydrocare thru a friend. Came into town to get my house ready to sell. Called Michel. No problems. Set the appt for Sunday for carpets and a large sectional. Awesome service. Everything came out better than I expected. Michel showed me his grout and tile cleaning process and I was sold. So that performed this work all on Sunday. Amazing job. Michel and Patrick are great to work with and I would def recommend them to all my friends.,0,jH7agfowlP9TbXQHApyMxg
2021,X1twjafYxMCpKt2MqvY5Tw,0,2016-07-11,0,diQy3vHanT2s9qfKSE9m0w,5,Great little hidden place so you might be skeptical. But once you walk in they have great friendly family style service.  Fantastic food with fresh ingredients at a good price.  Glad I randomly stumbled upon this place.,0,FhFMPorNb5A4PdTUXRUj2A
2026,Tjbd3oTRXs9ZdItF_cLJMQ,0,2013-02-13,0,OifPxoCV9YqLivhrfMi6fA,1,By far the worst gel manicure I've ever got. Just eww. Glitter gel was not even. Thick as hell. Not shaped well made my nails look deformed. AAANNNDD this part is just sad funny... One lady did my cuticles and filed.. When she was done another lady Mimi stepped in to do the gel while the First Lady stood behind her and watched. I don't know what exactly they were saying but it was pretty apparent that she was teaching her how to do gel. Lol. Aren't you suppose to go to school and be certified to do that! Not to mention she's being trained by the worst nail technician I've ever met. Don't go here. Oh and another funny.. While I was there FedEx guy came and delivered a Manila envelope that required signature from a law firm. Maybe they will be shut down for their fraudulent nail service and no one else will have to experience such bull. The files were reused the cuticle trimmers didn't seem to be sterile the tray had nail dust on it ugh I could go on and on the more I write the more upset I get!,0,uRfrT_ZiL7COPvji4YZpnQ
2034,R5sfMJeNBARIOT9OevJLkA,0,2016-07-29,0,hiDqMNV9daG77k8PwQU7iw,1,Worst company ever! The product is soap and water! This product is so expensive and is a waste. Try and get some customer service and your screwed. All they care about is the commission so once your card is swiped forget about any help after that!,1,8UPnHtRqG-xJJBYXMN3LPw
2035,GTuAPBRsM5dVPqPy9oe14Q,0,2013-08-27,0,x0kflqvNvG82bu0N1fvoJA,5,The cheese steak with sauce & onions is almost as good as the chicken salad; which rocks!,0,pQEKiZ_76KtpRVtIlHCzFg
2036,G-5kEa6E6PD5fkBRuA7k9Q,0,2016-02-14,0,-Hr48Svv_aPOJMO2tgEbyw,1,We are locals and 2nd time here...first time was awesome! Looking forward to our 2nd time but very disappointing. Especially on V day.  The veal was extremely dry and the sauce didn't help...so sad.,0,JCB38-kGiyPmxeGSDsFytA
2046,nqiTujxNtEpA8dPATEQRrg,0,2016-08-31,0,DNfAwVJJG1knqPSVZwlIQQ,4,Four stars for the service. Grace lived up to her name. Gracious and patient. It was as if she is an actress. Hope we'll get a chance to return.,1,ZdUFyF5eNyZxete-T4bmZA
2055,4-ErDo1ggAg0DWrVwPa-IQ,0,2016-03-25,0,8EtxuCP_fpaq8t0wxKKnFA,5,Loved my visit at clear vision! All of them are really nice and they know exactly what you want when picking out glasses!,1,qfd8RzFnl3gZgathtm6yqg
2059,tixO3aKYU99KCFaRKm7Cjw,0,2017-07-02,0,nSbxCknKPLL_sQSfohIbeQ,1,I like the previous reviewer had same issues for scheduling and overcharged on estimate . Owner told me we would do remnant but than ordered. To top off his inept staff made a pipe leak in bathroom and leaked through ceiling to bottom floor on top of furniture that was soaked. IT WAS HORRIBLE. We went and talked with owner and said he'd look into it and never called back or rectified situation. Now we smell mild. WORST COMPANY EVER.,0,Pvvvi8d9JHOa0DEjFe05Cg
2060,B5E_Qp3R1q0oRlzbYaWIkQ,0,2016-07-11,0,54Als0ek4EPUDXhokp4A9Q,4,I have eaten here many times and it is always so good. The noodle dishes are soooo good my favorites are the pad zu and pad thi they are both my absolute favorite things to get. When u go there ask for the server leilani because she is great! She is sooooo nice and she makes great recommendations I also love how clean and tidy they keep the restraunt,0,SdxNjQk0I4qefOsKfJAz1g
2061,7o61DDMJ1noIlDbjY-McEA,0,2014-01-08,0,1SUm1hVjpozRjsdWzYsbxg,5,I just relocated back to Phoenix this past November.  I was a frequent shopper at the Ralph Lauren Store at the Anthem Outlets in the past.  I was completely blown away by my shopping experience this last December.  The store looked amazingly clean and well organized.  I had the best time shopping there Christmas time.  Thank you Ralph Lauren!  I will be a frequent shopper in your Anthem store!,0,UHHH54ywACV68MlNDO3x6A
2062,p6YA-77VayfRsm-QdBlUJQ,0,2016-09-25,0,5A88eUwQRCv7xMJ4FTFLIw,5,She was amazing!! Very accurate she definitely have a gift from God!!! Thanks lily!!!!,0,pQSpJukPH5QmvebFHgJc7A
2068,7yYexN1Q5ShE_z1MH2TDTw,0,2016-08-21,0,4do95uO6Xi9Z9l5kHrDUSw,1,Awful customer service. Lady was rude when we got there. Left us standing at the counter to order for five minutes. Came back and didn't ask if we were ready or  anything. When we finally got our food my burger the animal was over cooked and my oldest son's(10) chicken basket was under cooked. Needless to say he got food poisoning. My older brother recommended this joint. I was not impressed either by the certificates they had displayed from 5-6 years ago. I will not return ever.,1,uypTljdvpVpU4A_3eRRmUQ
2075,_pBXtjN43eqMV0XZTz7nmw,0,2016-05-16,0,WdzQPQeWLLMdIH6sXRRFcg,1,The bouncers and staff were such assholes we left and went somewhere else. Ruined my friend's birthday.,1,zKOIrTwR7HCYfi05ce1-qQ
2076,wizwRqaukMKVNSf8IFZCYQ,2,2017-08-11,0,9uOHpeu3eeqTfUrzRLFzPg,5,What an amazing way to spend part of the day!!!  Top class service from start to finish!  Really happy to be able to go!,1,XR7DMCO0C7McsLuS8mpvow
2080,_OTl6V2oUfMMmoDWD2nXVg,0,2014-07-25,0,7yKlf1W-vVFK1TmORRLNZQ,4,I purchasd the italian bread- it was delicious. Better then any other gluten free baked goods i've had from whole foods.,0,a_ysP4XsxQjHGeYcHasVgw
2081,Dnn7JsdmvJ0_spWu9wo2kg,0,2015-01-21,0,g7j-44IT0zfanWtwOcKaYw,5,First off- Congrats Chef Piero. My co-worker and I shared two sandwiches the cuban and american(the american version of an italian) both delicious.,0,a_ysP4XsxQjHGeYcHasVgw
2082,1W4MuTJiUBJ3Z2TsXz994Q,0,2015-09-18,0,14UGjc3Vjvij6NkCssh56g,5,I have nothing but great things to say about well rounded mama. I took the hypnobirthing series with Mandie and all my nerves are gone and i'm excited for labor. I am also using their service for my placenta pills. I'm so happy that i learned about this place.,2,a_ysP4XsxQjHGeYcHasVgw
2083,cK9e9dU6NwcCXT-ycKQ3SA,0,2017-10-20,0,LtZWuvpMSl_a_uNXnkqU3w,1,absolutely terrible customer service. 2 weeks after ordering product I called 5x for an update and still did not receive one. i had to call the stone manufacturer direct for an answer. better off ordering via lowe's.,1,a_ysP4XsxQjHGeYcHasVgw
2088,G_WLvkBLT9xr9aM_nmgrwQ,0,2015-03-09,0,qbLbXM16O_YcSapyK-N4Kw,5,we got a beautiful frameless shower door for our master bath. couldn't be happier.,0,a_ysP4XsxQjHGeYcHasVgw
2091,SzcCJJmreMlWCsNjupdVAA,1,2015-11-08,0,sb5ZMlnmwcAZPCodR37Uiw,5,A patio favorite. Best cheese board and wine options in University Circle. A favorite after trips to the museum or before the orchestra. The vegetarian cassoulet is always outstanding.,0,Ac3vNCPDwirpxSkIwtcvVA
2092,-lJtyCOTVInWusU9YF120A,0,2015-11-08,0,qFNtxmCldq0bUoRF1OdpQA,5,One of our favorite Italian restaurants. Fabulous pizza and light & tasty chew pose ravioli that never disappoints. Fabulous friendly staff. A neighborhood gem for casual dining.,0,Ac3vNCPDwirpxSkIwtcvVA
2093,kG3TJsJvaDHF3csp0dRDYg,0,2017-09-05,0,jfs_ZtWnWgrCvEFEl8DPQA,2,While service was friendly and prices were reasonable the chocolate dipped cone lacked flavor.,0,Ac3vNCPDwirpxSkIwtcvVA
2095,VpXlnz2dD4KzPw4yJ_eJ3A,0,2014-09-20,0,du2Q2zZfBnHUQw9k15qBog,5,Great fresh food. Friendly staff and clean restrooms. The gas is usually the cheapest around.,0,9bvrSiI2GITibg06TyTTtA
2097,zL7ur9zT-WIUTHJrrh_xSg,0,2016-11-09,0,EUcUNmUz0rnsB9RFRTXfjQ,5,I love coming here great food and great employees. Always putting a smile on my face when I come in they are in such a good mood. Love being in an environment where people love their jobs,0,ayKItMzLXwpNSwfYlF72Fw
2098,Qjz2Lyqlrag9bCKo3glExg,0,2016-10-02,0,IlkfTGnr1ad4CSiXLPf14A,1,The dryers are horrible don't work well. And when we had the workers wash our clothes we asked them to call us back. Didn't hear anything for two days and the pie clothes were stained pink. NEVER going back.,0,ayKItMzLXwpNSwfYlF72Fw
2103,D7DLb-G0HJis3Ae4iGsVkQ,0,2015-07-07,0,fye4xClu-y6hCtbsc91u9Q,5,A guy made the best subway sandwiches I've ever gotten. Said he's been working there 4 years and that he was 19. Whoever that guy is... Deserves an award,0,HM738ERo8d1FhA4oy56gyw
2107,m8o3OrY0DWfqvk820EyrxQ,0,2017-02-26,0,tUm_W7b0r2iCgj2hovqHtg,5,Computer Doctor BG did a thorough diagnosis of my computer until they resolved the problem which allowed me to keep my business  up and running. The marvelous thing about what they did is I have a older Mac computer and they found parts that would enable it to keep performing.,0,Ck6CDY0rcGfadIWXRJ5Z0Q
2108,jppxrDQLXr4Nk8cV7IGlcw,0,2017-02-25,0,BJOKBv-5T0pbJ-AePUt-DA,5,Awesome food and great music. A must eat with authentic Mexican food. Not the Tex Mex fast food crap!!! The homemade wine is divine! The home chocolate ice cream is fabulous and so yummy!!,0,pHGy0L950NeKvRnJK8-5JQ
2109,Fbycyr3KEjDQ4wO9AStmvQ,0,2017-02-25,0,PAv2BPk1M0Su7CCyzvgjGQ,1,We went to Cafe Sam to celebrate 2 birthdays. Service was slow. Downstairs was not to busy. Four out of seven meals were unedible. Steaks we found out were from last week for Valentines Day. The steaks were tough needless to say. No bread. I had to ask for our salads. Manger Dan really was passive in talking to us. He did give us alcoholic drinks which was nice but I don't drink alcohol. The only thing that was great was conversation with friends.,2,pHGy0L950NeKvRnJK8-5JQ
2123,AsLqWQH86sie035iDtQPOA,0,2017-09-29,0,-uC27d3Cd_xXZNtUqpLhSw,3,I had the #17 combination with shrimp. The shrimp was cold and the sauce had too many onions and peppers. Be sure you pay with cash as they charge an additional fee for using debit card.,0,dzUvPqRnUDnvcMX2FQJmGA
2130,UPIYuRaZvknINOd1w8kqRQ,0,2011-01-04,0,uClFXn1AAaiq5XDR53kHBw,5,Really good stuff. An authentic Japanese ramen place.  I'd come back here and try other menu items next time.,0,ggUIxd2V8ryLPYUYJUBEaA
2156,5uUACWfCXMLjuL41O-v4aw,0,2017-04-20,0,fr6IgbuXdX0sfTasKIiniA,2,First he wouldn't honor my restaurant.com coupon I paid for. Says he don't use them.yet he does nothing for them to stop. Food was a bit salty and was suppose to have red palm oil in both leave dishes but seems to be alot more vegetable oil. Chicken tasted like it was rotisserie so it lacked the true seasoning from the stew. Hope I find a different african restaurant before I leave,2,epwbNbNJHSeen64QXuuHtA
2157,_5S-0t10CgqKuMW6yiklHQ,0,2017-04-20,0,Bf5HHi1pOinCfRqXMf6GcA,2,The food was bland. I did not taste any cumin or cilantro.  The sauces taste like pureed tomatoes from a can. They put ground beef in most of their buffet items. No variation in meat. It tasted like some gringos was in there cooking.,0,epwbNbNJHSeen64QXuuHtA
2159,v0O4O4poJ3-mY8BS_Ye2kQ,1,2013-07-13,0,lE1Zs4FgNtSm8g46sQA2BQ,5,I have been getting manicures every two weeks for over five years and this is one of the best manicures I have ever had.  My tech did an excellent job of cleaning up my nails and shaping them. She spent time and did it correctly. She let the gel paint set and dry enough between each coat so it didn't move or bubble. Clean and friendly. Going back for sure!,0,Sl6M9d1Z_S89A6_Yscvbyg
2163,1A6wgPpLZ6nW9ekRuBHDpA,0,2017-06-19,0,a762vTPnfofG7I15Xq5D2A,5,I have used them twice to repair Epson printers and have been satisfied both times.,0,IUqa4T8VKzm__WriJMeoSQ
2166,eJPckkV1k7gn0V2awA1pzA,0,2017-12-16,0,OmS7j5bHsjJl8KHr0B4UYA,5,I'm so..... Heated... I bought the 3 amigo and it was amazing.... I can't believe they'd serve me something this good,0,XP096mIINH80XJidVoj7bg
2176,rbH0HuTcBvZBbiAnqufRqQ,0,2015-02-20,0,5BoTcEIkfPwf7eHgN6Bf-g,5,Excellent gorditas and tacos made on home made corn tortillas.  Reasonable prices.  Nice people.,0,3mZFkwfa6XV0BBazRTva9w
2179,_8VkSb_Mryb6bHQxSWB7Pg,1,2014-12-29,0,7Z12sEigOCEXxgnMmFwoFg,5,Great experience for cooking for self. Fresh veggies and meat. Lunch portion was plenty of food and filled me up.  Sauces and condiments an added plus. I will return again. Be sure to check in for added bonus.,2,3mZFkwfa6XV0BBazRTva9w
2182,-G7MPSNBpxRJmtrJxdwt7A,0,2015-02-27,0,0bFKoowvHuMJIBk2p_d69w,5,Very authentic pupusas.  Hand made to order  so expect to wait . I had a spinach and cheese one and chicharron  with cheese and beans. Big and thick and very filling.  The rice is good but don't expect Spanish rice. Serving staff helpful and nice.,0,3mZFkwfa6XV0BBazRTva9w
2183,ufmokEGxGqEWIdvIVsNg_Q,0,2015-01-15,0,daGPgA0TITTYDI-2yQKqaQ,5,Hidden little gem tucked in the corner of a strip mall.  I had the combo beef and chicken  koobideh. Very moist and tasty chicken and tasty beef.  Lentil soup very fresh and hot.  Everything was great.  Check it out.,0,3mZFkwfa6XV0BBazRTva9w
2185,TyZnv8aX1OJfBKoyuYgZLQ,0,2015-02-07,0,lMa8SGrkj1Bs3id77nR6PQ,5,Very healthy portion of chicken  on the firehouse chicken sandwich  and served with sweet potato fries. Fantastic,0,3mZFkwfa6XV0BBazRTva9w
2186,SzhD5J80IhpyeBftzQ950Q,0,2015-01-16,0,PGbcQtuMkQltjplFQ3nGAg,5,Love The chicken flavor.  The chicken and shrimp  to stadia under 500 calories is great.  Not very many parking spaces but worth the walk.,0,3mZFkwfa6XV0BBazRTva9w
2188,ZosrzTfiiPhbURA04AQTUA,0,2014-09-24,0,af5TIiM1VvhU5nshO1-Reg,5,Great San F r an cisco club sandwich (12.99) served on sourdough bread and Monte Cristo sandwich (12.99) with fries or potato salad.  Breakfast served during lunch time too.  Raspberry  iced tea the spot.  Nice attentive servers.,0,3mZFkwfa6XV0BBazRTva9w
2189,ZAqgv1gply0m_4fHAIffWA,0,2014-09-29,0,V9gt8UguanEgggnRiAY0rg,1,Watch for what they charge you for.  Ordered the kids meal and still got charged for full combo. Chicken taquitos.  Sick all night. At least I got thru the concert before it hit me. Maybe it was the green hot sauce???,1,3mZFkwfa6XV0BBazRTva9w
2191,SYGbbZlLk81_bOlBptbS7A,0,2015-02-22,0,94F_BlLLrbAIcqZ2Pu-jkg,5,There is no better gyro then the special gyro at Kyklos with feta cheese on a warm pita. The service is friendly. Ask for samples.,0,3mZFkwfa6XV0BBazRTva9w
2193,zKw09ftu1730wEIZBZPoFg,3,2015-01-04,0,JV-yxKxMFp-d0rLDc_2_6w,5,So relaxing combined with the meditation  and reiki. I'm still floating somewhere out in space. And breathing so much better. This was my first time and I will definitely be back.,5,3mZFkwfa6XV0BBazRTva9w
2195,Z3y47L3EY-axAEVbwmXZaA,0,2014-09-18,0,pCI_lOMjwjt8XSZ1QpiQMA,5,Great ice cream. I had the pistachio in a Waffle cone. Prices are very reasonable and quality is outstanding.  I want to come back again and again to try some other flavors like chocolate brownie.,1,3mZFkwfa6XV0BBazRTva9w
2196,5o6qOFzZ4NrJ6bJ39ohCtA,0,2015-04-11,0,ssRuiKQ02OngEWYeicXbKg,5,These are definitely the best Bagels in Arizona. I haven't been able to find a good NY bagel for awhile. Will definitely be back!,1,VTjCebjbadCMAGRoXvs7Zw
2197,h9ESVzpA6xQcFTzI4cX7ig,0,2015-08-14,0,P7dn8-9VmV7p8qbBIL2RHQ,5,I have been getting Haircuts from Eddie for a couple of years and can say that he is by far the best barber in the area. Eddie always cuts my hair exactly how I like it and has never disappointed me!,0,VTjCebjbadCMAGRoXvs7Zw
2200,LPzx71DCvPyNIrPdbKLDbg,0,2012-04-06,0,B7mYUwUvIllvgvGI3IzkAg,5,Have brought all of my cars to John. He's by far the best in the business.,4,VTjCebjbadCMAGRoXvs7Zw
2201,f4Y3634vku_QlaPTqmfQNA,0,2017-07-30,0,Jg7xvdU7mlQPoLoADuzAxw,5,I've used Chris for a couple of different projects and he has done an excellent job. I highly recommend him for any projects for your home or business.,0,VTjCebjbadCMAGRoXvs7Zw
2202,0QBFtNNj9RIggZGeivcbEg,0,2013-07-23,0,6bzlzJj3jrbWSnXtv80D_A,5,Great food and service. Spinach enchiladas are my favorite. Beer is ice cold,0,VTjCebjbadCMAGRoXvs7Zw
2203,COnqdubhr87gCDJjPGwT6A,1,2017-12-21,0,DMMRF5pMnwiFfaTFh_0k2g,4,I tried the food first time here and enjoyed it.Good food and service.I liked Chicken shawarma its really too good.,0,bnRVDXDKFMVlr3bnR1o89Q
2204,jkqSUjv8qTvTJQKOPeLxMA,0,2014-09-03,0,eFZwGBf2Ec5e5FdHo76gQQ,5,As a first time patient here I was very pleased with my visit! Very friendly staff and knowledgable. My cleaning and examination went very smoothly and I felt comfortable.,0,8xPI_sfHcSiHjEZ_qRMDIg
2206,qUfaMjN_45EuIlMrPhB_bw,0,2016-08-19,0,WkvqPjxCzxzt3u-HefTaGA,5,What a great experience for anyone needing any type of print services. I am a graphic designer and I have ordered from them before. They have been very helpful anytime I've needed help by phone or through chat. I am ordering again and Tina has been more than helpful on the phone even letting me know about their current promotions. I will be using them any time I need anything printed.,3,16BhG2NgKaPTKo7Kx_73wA
2207,Zo0DWTyHTSyKRVIWIYVf-w,0,2016-03-16,0,0BwOQFAqvsIK1qqdcrQwEg,5,Came to this location for some pre-surgery tests. Staff was super friendly and absolutely great. I would highly recommend this location.,0,AJVIsIzznYPDfuKm7tBg1Q
2208,6nbPXEjmBnDtsgM_YNwGjw,1,2016-03-23,0,CoL5mKHekMFoKW5MHCj6HQ,5,I called in for a take-out order. The staff was super friendly.  They were completely accommodating as I continually adjusted my order. The food was completely off the charts delicious. Hands down the best Ahi Poke in the valley. The Furikake Chicken is absolutely amazing!  The portions are big and the flavors are wonderful. I will be back again and again,1,AJVIsIzznYPDfuKm7tBg1Q
2213,IPiRBDgjSFGOZeewrAVIMQ,0,2013-01-17,2,KLadJayf6GSCe0rxPbtuCA,5,I find the last review (Riki L.) Very comical. I happen to be in the store the day she came in trying to pick up her table on that Sunday. Her paperwork clearly said Monday and she had the wrong day. In fact I had to stop getting customer service so they could help her. She was yelling through the store and cussing at them using profanity I had my children in there. Total white trash is how she acted. I had to stay in the store until after they closed because of her stunt going over to the other store. She went to pick up her table at the 59th Ave. and Bell location she put it in her truck and she left and never paid for.  The owners daughter on the E. Bell Rd. location called her several times as I was sitting right in front of her. Rik never picked up her phone. I would say in the 15 minutes before she called the police she had to have called for probably 10 times. She knew she owed the money when she loaded the table she should have paid for it then. Howie world was left with nothing left but to call the police to protect themselves. I have never seen someone in my life be so rude to people in a store as this Riki was. Howie world was not rude to her or mean to her. She wanted them to deliver something on a different day and hour before closing. And it simply could not have been done. Riki Did not read her paperwork for the delivery date she messed up and she wanted them to take the blame for it And she drove the other location picked up the merchandise and didn't pay for. You never know who's watching who's going to read these reviews it truly helps to be honest!,0,N3QcinahcFMvE3b1qcmmrw
2217,UjvFjN1Aqp-pysEvpjelMg,0,2017-01-13,0,AXEe7ashu4GOMRX-oEjTGw,5,What else can I say about Mountain Park Chiro except for PHENOMENAL.  From day 1 service has been exceptional. I feel cared for and cared about. Great Customer Service.  Keep up the good work.,0,VYU6ZQP58KkgqL2_o2QQhA
2218,-Ht7HiGBox8lS1Y8IPjO8g,0,2012-04-17,0,BLsyciNMIn1NcWqqMCHWWw,5,In town on business and a friend recommended this place. I must say the food & service was outstanding! Had the Thai tacos for an app and the Cowboy burger as my entree. I'm from TX and have eaten a lot of beef in my time and their burger was damn good! Has my seal of approval.,0,BnIBIKZ5hqsD1HYYcDyCzA
2222,K7fip0nDFFdCC7OCnNOotQ,0,2015-06-13,0,hndH-d02HfaTPGiMsOPDEQ,3,Good view of bellagio Water falls. Music ok. Promoters doing usual pathetic advertisement. Typical Vegas club. Ok. It not amazing but it not horrible,0,VutyoCZNODBw67WRtvnCMA
2226,2KWkeOk1KaH50Es_A-8cnA,0,2017-04-22,0,3Jqk01r2A9cLGSekhbrV8w,5,The menu at this place was almost too much. I wanted to try it all. I opted for the pancake flight (try the peanut butter cup ) their house made chicken sausage was also amazing. Cool retro decor. Highly recommended,0,HbLMYOEK7hdhI44qWZA_mA
2229,FndkIvEO5vjb0s8cRpzsKg,0,2015-07-31,0,hIcz7NkKxSHZk6_g_XtMww,5,One bathroom and the laundry room flooded in the main house.  Intermittently had problems flushing the toilet in the guest house.  I called at 8:15.  They were at my house by 9:00.  Had problems in both houses fixed by 10:00.  Service person was Mekie.  He was great!  Receptionist was great!  Very good price.,0,xVd0b2ryzceCcBPw1l-33g
2230,uoaXG4PDHuFYRMftxWtMyw,0,2015-03-18,0,aY_FpB3W6ZgJn3tSl91vsg,5,I was looking for variety and different levels of exercise.  That is what I found with Yoga for the Soul.  I like this place better than any other I have found.  Wendy is awesome!  The Piloxing class on Saturdays is spectacular!,0,xVd0b2ryzceCcBPw1l-33g
2252,TLp092gHMUnGPDE0U8gSxg,0,2015-11-24,0,GkLJBNhJe6_IqVP0VIO4NQ,3,Thanks Alex from Storage Mart for the follow up. Appreciated your help and your willingness to satisfy your customers :),0,73Uy-Dnn5imqhxkdttteFA
2260,Cp-clhAJs3NJRwXpXk_saw,0,2013-12-08,0,bEsvNgJdSebvOh7hcuhaOg,5,I love this bar. It's cozy and because it's small it is an awesome place to meet other people in the neighborhood. A great place to go when you just want to feel home.,0,uBurjKlcA9pj7U6fSNmZIQ
2263,wB2mrl_xHyj55UObucaVRA,1,2013-12-08,0,JhAfb3zNoo0apt79-P7L3g,5,Ollie Vaughns is adorable! had the grilled cheese without mushrooms and added tomato. It was heavenly...crispy on the outside and melt in your mouth juicy on the inside. Yum!,0,uBurjKlcA9pj7U6fSNmZIQ
2273,9_JYDL4Ni1tQhnWl01tFNw,0,2013-05-15,0,yrWvnIjBfZOBHf34OtBHVw,4,Would of gave it 5* but the brow wax wasn't the best. But they did a fabulous job on my hands and feet me and my friends will return.,0,uUNPZx0M36UNSJ6FlcR9hQ
2277,C9ImzBi5fn742ZcAYDww2A,0,2014-07-07,0,KFWFY7nn9iFc2QYYFjFTsQ,5,One of my favorite breakfast spots the have pot of bread that you can get instead of toast get it ! So amazing it's like a cinnamon bun without the frosting soft melts in your mouth. My family enjoys the red velvet pancakes intense chocolate flavor almost don't even need syrup. The omelets are so fluffy and packed with flavor and the crispy hash browns will knock your socks off. I would recommend anyone to come here bring the family and a plus the service is wonderful Amanda I believe is her name pretty girl with green eyes very attentive our drinks where always full,0,8bFE3u1dMoYXkS7ORqlssw
2278,At2bqa8emnEr5WNIosi0ow,2,2014-08-22,1,l_ZQ3Tf6u7wFaRkz4yFvXg,5,We had the best breakfast we've had in a long time you have your choice of coffee cake or toast the coffee cake is fresh and with the right sweetness the skillets are da bomb I changed my veggies skillet to egg whites and sweet potatoes instead of breakfast potatoes my man got steak and eggs with a side of biscuits and gravy everything was amazing including the service Cindy was greAt she was very patient and attentive my glass was never empty and I'm a drinker I drink a bout five glasses of water throughout one meal at least or more lol we were so full but very happy,3,8bFE3u1dMoYXkS7ORqlssw
2280,YJ8ljUhLsz6CtT_2ORNFmg,0,2014-07-07,0,Au7MG4QlAxqq9meyKSQmaw,5,So my boyfriend and I came here for my birthday ; I have been wanted to try this place since it has opened big fan of Gordon watch him in Hell's Kitchen so I couldn't imagine so where better to celebrate my birthday. Daisy was my server she is so sweet knows the menu very well and suggested great items I didn't even really have to look at the menu I had some fruity cocktail it was very refreshing and her server asst. helped by cleaning items off table and refilling our waters. I got the ribeye medium it was so good ! I ate all it's served with potatoes and my boyfriend had the chicken pot pie chicken was very juicy and gravy was top notch! She suggested the sticky toffee to top it all off it's the best dessert I have ever had I still dream about it served with a vanilla ice cream. I will be back !!!! Thank you daisy for making my birthday special,0,8bFE3u1dMoYXkS7ORqlssw
